country,sex,age,country-year,year,population, gdp_for_year ($) ,gdp_per_capita ($),suicides_no,suicides/100k pop
Cuba,female,75+ years,Cuba2004,2004,286074,38203000000,3611,40,13.98
Cuba,female,35-54 years,Cuba2004,2004,1713275,38203000000,3611,135,7.88
Cuba,male,15-24 years,Cuba2004,2004,790502,38203000000,3611,61,7.72
Cuba,female,25-34 years,Cuba2004,2004,903292,38203000000,3611,44,4.87
Cuba,female,15-24 years,Cuba2004,2004,762761,38203000000,3611,23,3.02
Cuba,male,5-14 years,Cuba2004,2004,798394,38203000000,3611,5,0.63
Cuba,female,5-14 years,Cuba2004,2004,753010,38203000000,3611,2,0.27
Cuba,male,75+ years,Cuba2005,2005,226455,42643836075,4017,191,84.34
Cuba,male,55-74 years,Cuba2005,2005,854212,42643836075,4017,269,31.49
Cuba,male,35-54 years,Cuba2005,2005,1767040,42643836075,4017,387,21.9
Cuba,female,75+ years,Cuba2005,2005,291039,42643836075,4017,47,16.15
Cuba,male,25-34 years,Cuba2005,2005,882091,42643836075,4017,136,15.42
Cuba,female,55-74 years,Cuba2005,2005,882355,42643836075,4017,117,13.26
Cuba,male,15-24 years,Cuba2005,2005,803964,42643836075,4017,56,6.97
Cuba,female,35-54 years,Cuba2005,2005,1755272,42643836075,4017,114,6.49
Cuba,female,15-24 years,Cuba2005,2005,772943,42643836075,4017,36,4.66
Cuba,female,25-34 years,Cuba2005,2005,858988,42643836075,4017,34,3.96
Cuba,male,5-14 years,Cuba2005,2005,783620,42643836075,4017,7,0.89
Cuba,female,5-14 years,Cuba2005,2005,738427,42643836075,4017,3,0.41
Cuba,male,75+ years,Cuba2006,2006,234264,52742800000,4951,205,87.51
Cuba,male,55-74 years,Cuba2006,2006,875342,52742800000,4951,318,36.33
Cuba,male,35-54 years,Cuba2006,2006,1804028,52742800000,4951,388,21.51
Cuba,male,25-34 years,Cuba2006,2006,838869,52742800000,4951,138,16.45
Cuba,female,75+ years,Cuba2006,2006,301101,52742800000,4951,39,12.95
Cuba,female,55-74 years,Cuba2006,2006,903899,52742800000,4951,91,10.07
Cuba,male,15-24 years,Cuba2006,2006,815065,52742800000,4951,52,6.38
Cuba,female,35-54 years,Cuba2006,2006,1794025,52742800000,4951,98,5.46
Cuba,female,25-34 years,Cuba2006,2006,816467,52742800000,4951,27,3.31
Cuba,female,15-24 years,Cuba2006,2006,781124,52742800000,4951,17,2.18
Cuba,male,5-14 years,Cuba2006,2006,767105,52742800000,4951,2,0.26
Cuba,female,5-14 years,Cuba2006,2006,722349,52742800000,4951,1,0.14
Cuba,male,75+ years,Cuba2007,2007,241393,58603900000,5488,186,77.05
Cuba,male,55-74 years,Cuba2007,2007,899694,58603900000,5488,329,36.57
Cuba,male,35-54 years,Cuba2007,2007,1836069,58603900000,5488,370,20.15
Cuba,female,75+ years,Cuba2007,2007,310509,58603900000,5488,49,15.78
Cuba,male,25-34 years,Cuba2007,2007,795644,58603900000,5488,105,13.2
Cuba,female,55-74 years,Cuba2007,2007,929079,58603900000,5488,87,9.36
Cuba,male,15-24 years,Cuba2007,2007,821914,58603900000,5488,49,5.96
Cuba,female,35-54 years,Cuba2007,2007,1827402,58603900000,5488,93,5.09
Cuba,female,25-34 years,Cuba2007,2007,774006,58603900000,5488,22,2.84
Cuba,female,15-24 years,Cuba2007,2007,784753,58603900000,5488,15,1.91
Cuba,male,5-14 years,Cuba2007,2007,750899,58603900000,5488,2,0.27
Cuba,female,5-14 years,Cuba2007,2007,706661,58603900000,5488,0,0
Cuba,male,75+ years,Cuba2008,2008,248256,60806300000,5686,199,80.16
Cuba,male,55-74 years,Cuba2008,2008,925603,60806300000,5686,320,34.57
Cuba,male,35-54 years,Cuba2008,2008,1862869,60806300000,5686,407,21.85
Cuba,female,55-74 years,Cuba2008,2008,956092,60806300000,5686,130,13.6
Cuba,male,25-34 years,Cuba2008,2008,756363,60806300000,5686,89,11.77
Cuba,female,75+ years,Cuba2008,2008,319741,60806300000,5686,37,11.57
Cuba,male,15-24 years,Cuba2008,2008,824271,60806300000,5686,51,6.19
Cuba,female,35-54 years,Cuba2008,2008,1855207,60806300000,5686,99,5.34
Cuba,female,15-24 years,Cuba2008,2008,783884,60806300000,5686,24,3.06
Cuba,female,25-34 years,Cuba2008,2008,735356,60806300000,5686,18,2.45
Cuba,female,5-14 years,Cuba2008,2008,691240,60806300000,5686,2,0.29
Cuba,male,5-14 years,Cuba2008,2008,734932,60806300000,5686,1,0.14
Cuba,male,75+ years,Cuba2009,2009,255440,62080000000,5797,210,82.21
Cuba,male,55-74 years,Cuba2009,2009,950445,62080000000,5797,318,33.46
Cuba,male,35-54 years,Cuba2009,2009,1884290,62080000000,5797,428,22.71
Cuba,male,25-34 years,Cuba2009,2009,726718,62080000000,5797,122,16.79
Cuba,female,75+ years,Cuba2009,2009,329543,62080000000,5797,44,13.35
Cuba,female,55-74 years,Cuba2009,2009,982121,62080000000,5797,131,13.34
Cuba,male,15-24 years,Cuba2009,2009,822661,62080000000,5797,62,7.54
Cuba,female,35-54 years,Cuba2009,2009,1877452,62080000000,5797,123,6.55
Cuba,female,25-34 years,Cuba2009,2009,705886,62080000000,5797,23,3.26
Cuba,female,15-24 years,Cuba2009,2009,779355,62080000000,5797,12,1.54
Cuba,female,5-14 years,Cuba2009,2009,675592,62080000000,5797,3,0.44
Cuba,male,5-14 years,Cuba2009,2009,718727,62080000000,5797,1,0.14
Cuba,male,75+ years,Cuba2010,2010,263320,64328000000,5997,206,78.23
Cuba,male,55-74 years,Cuba2010,2010,972763,64328000000,5997,374,38.45
Cuba,male,35-54 years,Cuba2010,2010,1899890,64328000000,5997,476,25.05
Cuba,male,25-34 years,Cuba2010,2010,710089,64328000000,5997,102,14.36
Cuba,female,55-74 years,Cuba2010,2010,1005594,64328000000,5997,142,14.12
Cuba,female,75+ years,Cuba2010,2010,340480,64328000000,5997,40,11.75
Cuba,male,15-24 years,Cuba2010,2010,817305,64328000000,5997,67,8.2
Cuba,female,35-54 years,Cuba2010,2010,1893737,64328000000,5997,105,5.54
Cuba,female,25-34 years,Cuba2010,2010,688810,64328000000,5997,17,2.47
Cuba,female,15-24 years,Cuba2010,2010,771457,64328000000,5997,18,2.33
Cuba,female,5-14 years,Cuba2010,2010,660046,64328000000,5997,7,1.06
Cuba,male,5-14 years,Cuba2010,2010,702357,64328000000,5997,4,0.57
Cuba,male,75+ years,Cuba2011,2011,273331,68990000000,6419,236,86.34
Cuba,male,55-74 years,Cuba2011,2011,987980,68990000000,6419,345,34.92
Cuba,male,35-54 years,Cuba2011,2011,1909690,68990000000,6419,441,23.09
Cuba,male,25-34 years,Cuba2011,2011,707701,68990000000,6419,113,15.97
Cuba,female,75+ years,Cuba2011,2011,352169,68990000000,6419,50,14.2
Cuba,female,55-74 years,Cuba2011,2011,1022839,68990000000,6419,123,12.03
Cuba,male,15-24 years,Cuba2011,2011,808772,68990000000,6419,75,9.27
Cuba,female,35-54 years,Cuba2011,2011,1903248,68990000000,6419,106,5.57
Cuba,female,25-34 years,Cuba2011,2011,686162,68990000000,6419,20,2.91
Cuba,female,15-24 years,Cuba2011,2011,761258,68990000000,6419,13,1.71
Cuba,male,5-14 years,Cuba2011,2011,687609,68990000000,6419,4,0.58
Cuba,female,5-14 years,Cuba2011,2011,647275,68990000000,6419,3,0.46
Cuba,male,75+ years,Cuba2012,2012,283396,73141000000,6791,245,86.45
Cuba,male,55-74 years,Cuba2012,2012,1000596,73141000000,6791,357,35.68
Cuba,male,35-54 years,Cuba2012,2012,1913864,73141000000,6791,412,21.53
Cuba,male,25-34 years,Cuba2012,2012,718645,73141000000,6791,108,15.03
Cuba,female,75+ years,Cuba2012,2012,364108,73141000000,6791,52,14.28
Cuba,female,55-74 years,Cuba2012,2012,1037368,73141000000,6791,107,10.31
Cuba,male,15-24 years,Cuba2012,2012,795384,73141000000,6791,71,8.93
Cuba,female,35-54 years,Cuba2012,2012,1906959,73141000000,6791,94,4.93
Cuba,female,15-24 years,Cuba2012,2012,746677,73141000000,6791,25,3.35
Cuba,female,25-34 years,Cuba2012,2012,696377,73141000000,6791,16,2.3
Cuba,male,5-14 years,Cuba2012,2012,672968,73141000000,6791,6,0.89
Cuba,female,5-14 years,Cuba2012,2012,634193,73141000000,6791,2,0.32
Cuba,male,75+ years,Cuba2013,2013,293384,77148000000,7148,216,73.62
Cuba,male,55-74 years,Cuba2013,2013,1014211,77148000000,7148,401,39.54
Cuba,male,35-54 years,Cuba2013,2013,1911139,77148000000,7148,436,22.81
Cuba,female,75+ years,Cuba2013,2013,376280,77148000000,7148,49,13.02
Cuba,male,25-34 years,Cuba2013,2013,738010,77148000000,7148,96,13.01
Cuba,female,55-74 years,Cuba2013,2013,1052791,77148000000,7148,111,10.54
Cuba,male,15-24 years,Cuba2013,2013,778739,77148000000,7148,47,6.04
Cuba,female,35-54 years,Cuba2013,2013,1903641,77148000000,7148,94,4.94
Cuba,female,25-34 years,Cuba2013,2013,714544,77148000000,7148,20,2.8
Cuba,female,15-24 years,Cuba2013,2013,729372,77148000000,7148,20,2.74
Cuba,male,5-14 years,Cuba2013,2013,659106,77148000000,7148,5,0.76
Cuba,female,5-14 years,Cuba2013,2013,621473,77148000000,7148,4,0.64
Cuba,male,75+ years,Cuba2014,2014,303110,80656100000,7459,221,72.91
Cuba,male,55-74 years,Cuba2014,2014,1034381,80656100000,7459,348,33.64
Cuba,male,35-54 years,Cuba2014,2014,1899900,80656100000,7459,409,21.53
Cuba,female,75+ years,Cuba2014,2014,388520,80656100000,7459,51,13.13
Cuba,male,25-34 years,Cuba2014,2014,758006,80656100000,7459,97,12.8
Cuba,female,55-74 years,Cuba2014,2014,1074729,80656100000,7459,116,10.79
Cuba,male,15-24 years,Cuba2014,2014,761440,80656100000,7459,62,8.14
Cuba,female,35-54 years,Cuba2014,2014,1891607,80656100000,7459,107,5.66
Cuba,female,15-24 years,Cuba2014,2014,711945,80656100000,7459,19,2.67
Cuba,female,25-34 years,Cuba2014,2014,732841,80656100000,7459,12,1.64
Cuba,male,5-14 years,Cuba2014,2014,646878,80656100000,7459,9,1.39
Cuba,female,5-14 years,Cuba2014,2014,610054,80656100000,7459,2,0.33
Cuba,male,75+ years,Cuba2015,2015,312547,87132800000,8044,257,82.23
Cuba,male,55-74 years,Cuba2015,2015,1064263,87132800000,8044,394,37.02
Cuba,male,35-54 years,Cuba2015,2015,1879569,87132800000,8044,418,22.24
Cuba,female,75+ years,Cuba2015,2015,400826,87132800000,8044,56,13.97
Cuba,male,25-34 years,Cuba2015,2015,773518,87132800000,8044,82,10.6
Cuba,female,55-74 years,Cuba2015,2015,1106391,87132800000,8044,104,9.4
Cuba,male,15-24 years,Cuba2015,2015,745157,87132800000,8044,56,7.52
Cuba,female,35-54 years,Cuba2015,2015,1870168,87132800000,8044,102,5.45
Cuba,female,25-34 years,Cuba2015,2015,746139,87132800000,8044,21,2.81
Cuba,female,15-24 years,Cuba2015,2015,696005,87132800000,8044,17,2.44
Cuba,male,5-14 years,Cuba2015,2015,636828,87132800000,8044,4,0.63
Cuba,female,5-14 years,Cuba2015,2015,600657,87132800000,8044,0,0
Cyprus,male,55-74 years,Cyprus1999,1999,63504,10614455232,12389,1,1.57
Cyprus,female,15-24 years,Cyprus1999,1999,73855,10614455232,12389,0,0
Cyprus,female,25-34 years,Cyprus1999,1999,70201,10614455232,12389,0,0
Cyprus,female,35-54 years,Cyprus1999,1999,119889,10614455232,12389,0,0
Cyprus,female,5-14 years,Cyprus1999,1999,69281,10614455232,12389,0,0
Cyprus,female,55-74 years,Cyprus1999,1999,69881,10614455232,12389,0,0
Cyprus,female,75+ years,Cyprus1999,1999,22730,10614455232,12389,0,0
Cyprus,male,15-24 years,Cyprus1999,1999,81348,10614455232,12389,0,0
Cyprus,male,25-34 years,Cyprus1999,1999,72963,10614455232,12389,0,0
Cyprus,male,35-54 years,Cyprus1999,1999,122486,10614455232,12389,0,0
Cyprus,male,5-14 years,Cyprus1999,1999,73496,10614455232,12389,0,0
Cyprus,male,75+ years,Cyprus1999,1999,17099,10614455232,12389,0,0
Cyprus,male,25-34 years,Cyprus2000,2000,73992,10183317625,11635,5,6.76
Cyprus,male,35-54 years,Cyprus2000,2000,125288,10183317625,11635,2,1.6
Cyprus,female,15-24 years,Cyprus2000,2000,75880,10183317625,11635,0,0
Cyprus,female,25-34 years,Cyprus2000,2000,71455,10183317625,11635,0,0
Cyprus,female,35-54 years,Cyprus2000,2000,122632,10183317625,11635,0,0
Cyprus,female,5-14 years,Cyprus2000,2000,69500,10183317625,11635,0,0
Cyprus,female,55-74 years,Cyprus2000,2000,72098,10183317625,11635,0,0
Cyprus,female,75+ years,Cyprus2000,2000,23228,10183317625,11635,0,0
Cyprus,male,15-24 years,Cyprus2000,2000,84119,10183317625,11635,0,0
Cyprus,male,5-14 years,Cyprus2000,2000,73737,10183317625,11635,0,0
Cyprus,male,55-74 years,Cyprus2000,2000,66009,10183317625,11635,0,0
Cyprus,male,75+ years,Cyprus2000,2000,17291,10183317625,11635,0,0
Cyprus,male,55-74 years,Cyprus2004,2004,60428,17422375000,25227,2,3.31
Cyprus,male,35-54 years,Cyprus2004,2004,98485,17422375000,25227,3,3.05
Cyprus,female,25-34 years,Cyprus2004,2004,54147,17422375000,25227,1,1.85
Cyprus,female,35-54 years,Cyprus2004,2004,104038,17422375000,25227,1,0.96
Cyprus,female,15-24 years,Cyprus2004,2004,56410,17422375000,25227,0,0
Cyprus,female,5-14 years,Cyprus2004,2004,50624,17422375000,25227,0,0
Cyprus,female,55-74 years,Cyprus2004,2004,65412,17422375000,25227,0,0
Cyprus,female,75+ years,Cyprus2004,2004,22299,17422375000,25227,0,0
Cyprus,male,15-24 years,Cyprus2004,2004,59250,17422375000,25227,0,0
Cyprus,male,25-34 years,Cyprus2004,2004,49934,17422375000,25227,0,0
Cyprus,male,5-14 years,Cyprus2004,2004,53202,17422375000,25227,0,0
Cyprus,male,75+ years,Cyprus2004,2004,16387,17422375000,25227,0,0
Cyprus,male,55-74 years,Cyprus2005,2005,62661,18703146375,26671,4,6.38
Cyprus,female,55-74 years,Cyprus2005,2005,67452,18703146375,26671,3,4.45
Cyprus,male,35-54 years,Cyprus2005,2005,99191,18703146375,26671,4,4.03
Cyprus,male,25-34 years,Cyprus2005,2005,51837,18703146375,26671,2,3.86
Cyprus,male,15-24 years,Cyprus2005,2005,60126,18703146375,26671,2,3.33
Cyprus,female,15-24 years,Cyprus2005,2005,57341,18703146375,26671,1,1.74
Cyprus,female,35-54 years,Cyprus2005,2005,105435,18703146375,26671,1,0.95
Cyprus,female,25-34 years,Cyprus2005,2005,55734,18703146375,26671,0,0
Cyprus,female,5-14 years,Cyprus2005,2005,49682,18703146375,26671,0,0
Cyprus,female,75+ years,Cyprus2005,2005,22842,18703146375,26671,0,0
Cyprus,male,5-14 years,Cyprus2005,2005,52329,18703146375,26671,0,0
Cyprus,male,75+ years,Cyprus2005,2005,16633,18703146375,26671,0,0
Cyprus,male,55-74 years,Cyprus2006,2006,64866,20403713461,28600,5,7.71
Cyprus,male,25-34 years,Cyprus2006,2006,53856,20403713461,28600,4,7.43
Cyprus,female,55-74 years,Cyprus2006,2006,69357,20403713461,28600,3,4.33
Cyprus,female,35-54 years,Cyprus2006,2006,107098,20403713461,28600,3,2.8
Cyprus,male,35-54 years,Cyprus2006,2006,100123,20403713461,28600,2,2
Cyprus,female,25-34 years,Cyprus2006,2006,57514,20403713461,28600,1,1.74
Cyprus,male,15-24 years,Cyprus2006,2006,61353,20403713461,28600,1,1.63
Cyprus,female,15-24 years,Cyprus2006,2006,58243,20403713461,28600,0,0
Cyprus,female,5-14 years,Cyprus2006,2006,48947,20403713461,28600,0,0
Cyprus,female,75+ years,Cyprus2006,2006,23595,20403713461,28600,0,0
Cyprus,male,5-14 years,Cyprus2006,2006,51269,20403713461,28600,0,0
Cyprus,male,75+ years,Cyprus2006,2006,17205,20403713461,28600,0,0
Cyprus,male,75+ years,Cyprus2007,2007,17897,24077470572,33048,2,11.18
Cyprus,male,25-34 years,Cyprus2007,2007,55768,24077470572,33048,4,7.17
Cyprus,male,15-24 years,Cyprus2007,2007,63227,24077470572,33048,3,4.74
Cyprus,male,55-74 years,Cyprus2007,2007,67267,24077470572,33048,3,4.46
Cyprus,female,25-34 years,Cyprus2007,2007,59428,24077470572,33048,2,3.37
Cyprus,male,35-54 years,Cyprus2007,2007,101951,24077470572,33048,3,2.94
Cyprus,female,55-74 years,Cyprus2007,2007,71415,24077470572,33048,1,1.4
Cyprus,female,35-54 years,Cyprus2007,2007,109618,24077470572,33048,1,0.91
Cyprus,female,15-24 years,Cyprus2007,2007,60276,24077470572,33048,0,0
Cyprus,female,5-14 years,Cyprus2007,2007,47379,24077470572,33048,0,0
Cyprus,female,75+ years,Cyprus2007,2007,24362,24077470572,33048,0,0
Cyprus,male,5-14 years,Cyprus2007,2007,49978,24077470572,33048,0,0
Cyprus,male,35-54 years,Cyprus2008,2008,104052,27839460964,37267,16,15.38
Cyprus,male,25-34 years,Cyprus2008,2008,58499,27839460964,37267,7,11.97
Cyprus,male,75+ years,Cyprus2008,2008,18436,27839460964,37267,2,10.85
Cyprus,female,25-34 years,Cyprus2008,2008,62348,27839460964,37267,3,4.81
Cyprus,male,15-24 years,Cyprus2008,2008,64765,27839460964,37267,3,4.63
Cyprus,female,35-54 years,Cyprus2008,2008,112837,27839460964,37267,5,4.43
Cyprus,male,55-74 years,Cyprus2008,2008,69949,27839460964,37267,3,4.29
Cyprus,female,55-74 years,Cyprus2008,2008,73788,27839460964,37267,2,2.71
Cyprus,female,15-24 years,Cyprus2008,2008,61894,27839460964,37267,0,0
Cyprus,female,5-14 years,Cyprus2008,2008,46407,27839460964,37267,0,0
Cyprus,female,75+ years,Cyprus2008,2008,25015,27839460964,37267,0,0
Cyprus,male,5-14 years,Cyprus2008,2008,49044,27839460964,37267,0,0
Cyprus,male,75+ years,Cyprus2009,2009,19014,25942622951,33816,3,15.78
Cyprus,male,25-34 years,Cyprus2009,2009,61663,25942622951,33816,6,9.73
Cyprus,male,15-24 years,Cyprus2009,2009,66107,25942622951,33816,5,7.56
Cyprus,male,35-54 years,Cyprus2009,2009,105858,25942622951,33816,7,6.61
Cyprus,male,55-74 years,Cyprus2009,2009,72713,25942622951,33816,4,5.5
Cyprus,female,75+ years,Cyprus2009,2009,25758,25942622951,33816,1,3.88
Cyprus,female,35-54 years,Cyprus2009,2009,116224,25942622951,33816,4,3.44
Cyprus,female,25-34 years,Cyprus2009,2009,66001,25942622951,33816,2,3.03
Cyprus,female,15-24 years,Cyprus2009,2009,63385,25942622951,33816,0,0
Cyprus,female,5-14 years,Cyprus2009,2009,45750,25942622951,33816,0,0
Cyprus,female,55-74 years,Cyprus2009,2009,76382,25942622951,33816,0,0
Cyprus,male,5-14 years,Cyprus2009,2009,48319,25942622951,33816,0,0
Cyprus,male,75+ years,Cyprus2010,2010,19667,25562251656,32477,3,15.25
Cyprus,male,25-34 years,Cyprus2010,2010,65092,25562251656,32477,7,10.75
Cyprus,male,55-74 years,Cyprus2010,2010,75567,25562251656,32477,7,9.26
Cyprus,male,35-54 years,Cyprus2010,2010,107241,25562251656,32477,9,8.39
Cyprus,male,15-24 years,Cyprus2010,2010,67097,25562251656,32477,4,5.96
Cyprus,female,15-24 years,Cyprus2010,2010,64577,25562251656,32477,3,4.65
Cyprus,female,35-54 years,Cyprus2010,2010,119200,25562251656,32477,4,3.36
Cyprus,female,55-74 years,Cyprus2010,2010,79168,25562251656,32477,1,1.26
Cyprus,female,25-34 years,Cyprus2010,2010,69866,25562251656,32477,0,0
Cyprus,female,5-14 years,Cyprus2010,2010,45354,25562251656,32477,0,0
Cyprus,female,75+ years,Cyprus2010,2010,26570,25562251656,32477,0,0
Cyprus,male,5-14 years,Cyprus2010,2010,47682,25562251656,32477,0,0
Cyprus,male,35-54 years,Cyprus2011,2011,108755,27427161523,34249,12,11.03
Cyprus,male,55-74 years,Cyprus2011,2011,77047,27427161523,34249,8,10.38
Cyprus,male,75+ years,Cyprus2011,2011,19308,27427161523,34249,2,10.36
Cyprus,male,15-24 years,Cyprus2011,2011,67311,27427161523,34249,3,4.46
Cyprus,female,75+ years,Cyprus2011,2011,25937,27427161523,34249,1,3.86
Cyprus,female,35-54 years,Cyprus2011,2011,122543,27427161523,34249,3,2.45
Cyprus,female,55-74 years,Cyprus2011,2011,80672,27427161523,34249,1,1.24
Cyprus,female,15-24 years,Cyprus2011,2011,64690,27427161523,34249,0,0
Cyprus,female,25-34 years,Cyprus2011,2011,73838,27427161523,34249,0,0
Cyprus,female,5-14 years,Cyprus2011,2011,44757,27427161523,34249,0,0
Cyprus,male,25-34 years,Cyprus2011,2011,68773,27427161523,34249,0,0
Cyprus,male,5-14 years,Cyprus2011,2011,47189,27427161523,34249,0,0
Cyprus,male,25-34 years,Cyprus2012,2012,70596,25041372222,30752,9,12.75
Cyprus,male,35-54 years,Cyprus2012,2012,110616,25041372222,30752,14,12.66
Cyprus,male,15-24 years,Cyprus2012,2012,66014,25041372222,30752,6,9.09
Cyprus,male,55-74 years,Cyprus2012,2012,79804,25041372222,30752,5,6.27
Cyprus,female,25-34 years,Cyprus2012,2012,75365,25041372222,30752,1,1.33
Cyprus,female,35-54 years,Cyprus2012,2012,125423,25041372222,30752,1,0.8
Cyprus,female,15-24 years,Cyprus2012,2012,63355,25041372222,30752,0,0
Cyprus,female,5-14 years,Cyprus2012,2012,44613,25041372222,30752,0,0
Cyprus,female,55-74 years,Cyprus2012,2012,83946,25041372222,30752,0,0
Cyprus,female,75+ years,Cyprus2012,2012,27031,25041372222,30752,0,0
Cyprus,male,5-14 years,Cyprus2012,2012,47222,25041372222,30752,0,0
Cyprus,male,75+ years,Cyprus2012,2012,20320,25041372222,30752,0,0
Cyprus,male,75+ years,Cyprus2013,2013,21349,24084572491,29624,3,14.05
Cyprus,male,15-24 years,Cyprus2013,2013,62893,24084572491,29624,8,12.72
Cyprus,male,55-74 years,Cyprus2013,2013,81903,24084572491,29624,10,12.21
Cyprus,male,25-34 years,Cyprus2013,2013,70521,24084572491,29624,8,11.34
Cyprus,male,35-54 years,Cyprus2013,2013,110593,24084572491,29624,11,9.95
Cyprus,female,35-54 years,Cyprus2013,2013,125846,24084572491,29624,4,3.18
Cyprus,female,55-74 years,Cyprus2013,2013,86452,24084572491,29624,1,1.16
Cyprus,female,15-24 years,Cyprus2013,2013,59969,24084572491,29624,0,0
Cyprus,female,25-34 years,Cyprus2013,2013,73849,24084572491,29624,0,0
